City,Sentiment,Count,Month,Language
Zürich/Schaffhausen/Uster,NEUTRAL,4,august,de
Thailand.,NEUTRAL,1,august,de
Schweiz und das Netz,NEUTRAL,2,august,de
"3823 Wengen, Switzerland",NEUTRAL,1,august,de
"CERN, Meyrin, Switzerland",NEUTRAL,1,august,de
by Calum,NEUTRAL,1,august,de
"Buchs (AG), Aargau",NEUTRAL,1,august,de
"8546 Islikon, Thurgau",NEUTRAL,33,august,de
"Sursee, Luzern, Schweiz",NEUTRAL,53,august,de
"near Zürich, Switzerland",POSITIVE,1,august,de
Konolfingen,NEUTRAL,8,august,de
"Langendorf, Solothurn",NEUTRAL,1,august,de
Uetikon am See,NEUTRAL,2,august,de
"8488 Turbenthal, Schweiz",POSITIVE,44,august,de
"Härkigen, Schweiz",NEUTRAL,21,august,de
"'Ragusa' District, Switzerland",POSITIVE,2,august,de
5600 Lenzburg,NEUTRAL,1,august,de
Saarland,NEUTRAL,1,august,de
"brig, scotland.",NEUTRAL,1,august,de
"Norddeutschland, Ostsee, SH",POSITIVE,3,august,de
Bad Zurzach,POSITIVE,2,august,de
Zug,NEGATIVE,2,august,de
Killwangen,NEUTRAL,2,august,de
"Buchs AG, Switzerland",NEUTRAL,1,august,de
Muhen,NEUTRAL,622,august,de
Basel(Switzerland),POSITIVE,1,august,de
"Schweiz, Aargau,Boniswil",NEUTRAL,4,august,de
Bundesstadt,NEUTRAL,15,august,de
"NW, UK",POSITIVE,1,august,de
"Emmenbrücke, Switzerland",NEUTRAL,16,august,de
"Stuttgart, Germany",NEUTRAL,2,august,de
Bülach,POSITIVE,16,august,de
"Bern, Martina, Val di Campo",NEUTRAL,14,august,de
"ÜT: 0.0,0.0",NEUTRAL,3,august,de
"NW,UK",NEUTRAL,1,august,de
Gersau,POSITIVE,1,august,de
"Kandersteg, Bern",NEUTRAL,2,august,de
muttenz,NEUTRAL,1,august,de
"Lucerne, Switzlerand",NEUTRAL,1,august,de
"Zürich, Schweiz",NEUTRAL,4857,august,de
"Interlaken - Bern, Switzerland",POSITIVE,7,august,de
"Basel, Schweiz",POSITIVE,80,august,de
"Rheineck, Switzerland",NEUTRAL,36,august,de
"Schlieren, Schweiz",POSITIVE,2,august,de
"Roveredo (GR), Svizzera",NEUTRAL,24,august,de
Solothurn - Switzerland,NEUTRAL,3,august,de
KO,NEUTRAL,9,august,de
"Emmenbrücke, Hochdorf, Schweiz",NEUTRAL,13,august,de
"Zürich, Rapperswil",NEUTRAL,4,august,de
آذار | 5344 ✨,NEUTRAL,1,august,de
"Zurich, Berne, Switzerland",NEUTRAL,29,august,de
"Sevelen, Sankt Gallen",POSITIVE,4,august,de
Hohenrain,NEUTRAL,10,august,de
"Villars-sur-Ollon, Switzerland",NEUTRAL,1,august,de
Eggiwil,NEUTRAL,1,august,de
"Oakland, CA",NEUTRAL,1,august,de
"MURI, AG, Switzerland",NEUTRAL,2,august,de
Mind Palace,NEUTRAL,1,august,de
"BAR, MITZVAH",NEUTRAL,1,august,de
"Rome, Italy",POSITIVE,1,august,de
"Freiburg, Schweiz",NEUTRAL,77,august,de
"Teufen, AR, Schweiz",NEUTRAL,7,august,de
"Münsingen, Schweiz",NEUTRAL,45,august,de
Gosau,POSITIVE,1,august,de
zürich,POSITIVE,15,august,de
"wikon, switzerland, earth",POSITIVE,1,august,de
"Chur , Switzerland",NEUTRAL,1,august,de
Canoas,NEUTRAL,1,august,de
Niederurnen,NEUTRAL,2,august,de
Antwerp-Milan,NEUTRAL,3,august,de
Flamatt,POSITIVE,1,august,de
Horgen,POSITIVE,1,august,de
Court,NEUTRAL,6,august,de
"Toggenburg, Switzerland",NEUTRAL,2,august,de
Biberstein,NEUTRAL,6,august,de
"Luzern, Adligenswil",NEUTRAL,5,august,de
"Lugano,Buenos Aires,Argentina",NEUTRAL,1,august,de
Bar,NEUTRAL,2,august,de
"Worb, Schweiz",NEUTRAL,2,august,de
"Thusis, Graubünden",NEUTRAL,1,august,de
Zürich/Switzerland,NEUTRAL,7,august,de
"Hellevoetsluis, Nederland",NEUTRAL,1,august,de
"Cologne, North Rhine-Westphalia",NEUTRAL,2,august,de
"Germany, Stuttgart",NEUTRAL,2,august,de
"Hergiswil, Schweiz",POSITIVE,1,august,de
"Zurich, Munich, Vienna",NEUTRAL,1,august,de
langenthal,NEUTRAL,1,august,de
Brugge (Belgium),NEUTRAL,1,august,de
Arbon,NEUTRAL,8,august,de
"Kloten, Switzerland",NEUTRAL,28,august,de
الكويت,NEUTRAL,1,august,de
Zuoz,NEUTRAL,6,august,de
Trimbach,NEUTRAL,2,august,de
"Adliswil, Schweiz",POSITIVE,1,august,de
ginebra,NEUTRAL,2,august,de
"Berlin, London",NEUTRAL,1,august,de
"Näfels, Schweiz",NEUTRAL,4,august,de
svizzera,NEUTRAL,2,august,de
Bürglen UR,NEUTRAL,1,august,de
Köln,NEUTRAL,2,august,de
Regensburg,NEUTRAL,2,august,de
"Obfelden, Switzerland",POSITIVE,1,august,de
"Jakarta, Indonesia",NEUTRAL,1,august,de
"Switzerland, near Lake Geneva",NEUTRAL,1,august,de
Berlin / Cologne / Ibiza,NEUTRAL,1,august,de
"Dortmund, Nordrhein-Westfalen",NEUTRAL,1,august,de
Pieterlen,NEGATIVE,1,august,de
mostly Switzerland,NEUTRAL,6,august,de
Stans,NEUTRAL,57,august,de
"Zug, Schweiz",POSITIVE,6,august,de
"Schweiz, Solothurn",NEUTRAL,2,august,de
República del Ecuador.,NEUTRAL,3,august,de
Saas-Grund,NEUTRAL,8,august,de
Da hinten.,NEUTRAL,6,august,de
Wien,NEUTRAL,2,august,de
"Jonschwil, Sankt Gallen",POSITIVE,1,august,de
"CH, Berne",NEUTRAL,2,august,de
"Zentrum, Augsburg",NEGATIVE,1,august,de
"Essen , Germany",NEUTRAL,3,august,de
"BC, Canada",NEUTRAL,1,august,de
Ibach,NEUTRAL,3,august,de
"Réclère, Haute-Ajoie / Jura,CH",NEGATIVE,1,august,de
"Männedorf, Zürich",NEUTRAL,1,august,de
"ag, jano, the weeknd, ts, mb",NEUTRAL,1,august,de
Buckinghamshire,NEUTRAL,1,august,de
Kreuzlingen,NEUTRAL,26,august,de
"Schweiz, Deutschland",NEUTRAL,202,august,de
Schwyz,NEUTRAL,39,august,de
Steffisburg,POSITIVE,6,august,de
"Switzerland, Zürich",NEUTRAL,39,august,de
"Zurich / Basel, Switzerland",POSITIVE,2,august,de
"Thalwil, Zürich",NEGATIVE,1,august,de
"Fulenbach, Solothurn",NEUTRAL,3,august,de
Mass Communication QU,NEUTRAL,1,august,de
"Zurich, SWI",NEUTRAL,3,august,de
"Richterswil, Köln, Salzburg",NEGATIVE,1,august,de
"Dürrenäsch, Schweiz",NEUTRAL,3,august,de
"Fällanden, Zürich",NEUTRAL,2,august,de
"Ambrì, Switzerland",NEUTRAL,4,august,de
sander.mallien@grunliberale.ch,NEUTRAL,8,august,de
"Rome, Lazio",NEUTRAL,2,august,de
Rotkreuz,POSITIVE,3,august,de
"Mellingen, Schweiz",NEUTRAL,2,august,de
Adelboden,POSITIVE,1,august,de
"Weinfelden, Thurgau, Schweiz",NEUTRAL,2,august,de
"Eschlikon, Thurgau - Schweiz",NEUTRAL,2,august,de
"Vevey, Switzerland",POSITIVE,1,august,de
"3rd rock from sol, Menzingen",POSITIVE,17,august,de
"Schweiz, Buchrain",NEUTRAL,170,august,de
SCHWEIZ,NEUTRAL,81,august,de
"Baar, Switzerland",NEUTRAL,17,august,de
"#glp Bezirk Baden, Aargau, CH",NEUTRAL,4,august,de
"Switzerland SG, ZH, AG",NEUTRAL,1,august,de
قطر | Doha,NEUTRAL,3,august,de
"Rapperswil-Jona, Schweiz",POSITIVE,6,august,de
"Switzerland, Europe, Earth",NEUTRAL,1,august,de
sh,NEUTRAL,17,august,de
Effretikon,NEUTRAL,11,august,de
Waltenschwil,NEUTRAL,9,august,de
Bäretswil,NEUTRAL,1,august,de
"Bottrop, Nordrhein-Westfalen",NEUTRAL,1,august,de
"Swiss eGovernment Forum, Bern",NEUTRAL,24,august,de
"Switzerland, quite often",NEUTRAL,25,august,de
"Wohlen (AG), Aargau",POSITIVE,1,august,de
"Boston, MA",NEUTRAL,3,august,de
"New Jersey, USA",NEUTRAL,3,august,de
"Au (SG), Sankt Gallen",NEUTRAL,8,august,de
"Gipf-Oberfrick, Switzerland",NEUTRAL,2,august,de
"Vaumarcus, Suisse",NEUTRAL,1,august,de
"Bellinzona, Switzerland",NEUTRAL,1,august,de
"Zurich Area, CH",NEUTRAL,2,august,de
Verbier,NEUTRAL,1,august,de
"Uezwil, Schweiz",POSITIVE,3,august,de
"switzerland, scotland",NEUTRAL,1,august,de
Stettlen,POSITIVE,1,august,de
StP,NEUTRAL,1,august,de
"Pfäffikon, Schweiz",POSITIVE,1,august,de
Chur,NEUTRAL,1012,august,de
Sankt Gallen,NEUTRAL,412,august,de
Wald,NEUTRAL,443,august,de
"Denton County, TX",NEUTRAL,5,august,de
"Ehrendingen, Aargau",NEUTRAL,12,august,de
"Brugg, Switzerland",NEUTRAL,11,august,de
"Kandor - Zürich, Switzerland",NEUTRAL,45,august,de
"Bagnes, Valais",NEUTRAL,1,august,de
"Quezon City, Philippines",NEUTRAL,1,august,de
"Frauenkappelen, Schweiz",NEUTRAL,2,august,de
"Laufenburg, Schweiz",NEUTRAL,1,august,de
Oberrohrdorf,POSITIVE,1,august,de
"Bern/Zürich, Switzerland",POSITIVE,1,august,de
"Ebertswil, Switzerland",POSITIVE,1,august,de
"Nähe Bern, Schweiz",POSITIVE,6,august,de
Brig,POSITIVE,8,august,de
"Oberrieden, Zürich",NEUTRAL,1,august,de
Bern / Chur,NEUTRAL,1,august,de
London / LA / Zurich,NEUTRAL,2,august,de
"SWITZERLAND, CH",NEUTRAL,2,august,de
Strasbourg,NEUTRAL,3,august,de
Berlin,NEGATIVE,1,august,de
Gdansk,NEUTRAL,2,august,de
Wolfhausen,NEUTRAL,1,august,de
"Oberönz, Schweiz",NEUTRAL,1,august,de
Stein am Rhein,NEUTRAL,783,august,de
Kloten,NEUTRAL,64,august,de
"Zofingen, Schweiz",NEUTRAL,37,august,de
"Meisterschwanden, Aargau",NEUTRAL,47,august,de
"Rheinfelden, Schweiz",NEUTRAL,31,august,de
127.0.0.1,POSITIVE,1,august,de
Domat/Ems,NEUTRAL,16,august,de
"pmore, 5h, t100, OW",NEUTRAL,4,august,de
"Bern, Fribourg, Jerusalem",NEUTRAL,5,august,de
SES,NEUTRAL,1,august,de
Riehen,POSITIVE,3,august,de
"Melchsee-Frutt, Switzerland",NEUTRAL,4,august,de
"mal hier, mal da, mal dort!",NEUTRAL,1,august,de
"Degersheim, Sankt Gallen",NEUTRAL,1,august,de
"Лестат, Джонни, Лис",NEUTRAL,2,august,de
Abha City,NEUTRAL,1,august,de
NJ-NY | IG: rujulxo,NEUTRAL,1,august,de
"Zürich-Wintethur, Switzerland",NEUTRAL,1,august,de
"Gächlingen, Schweiz",NEUTRAL,2,august,de
"Dietikon, Zürich",NEUTRAL,34,august,de
Biel-Bienne,NEUTRAL,18,august,de
Cairo ✈ Berlin,NEUTRAL,1,august,de
"Wollerau, Switzerland",NEUTRAL,161,august,de
Suhr,NEUTRAL,3,august,de
"Zürich, Schweiz, Europa, Erde",POSITIVE,61,august,de
Snapchat: metinsenler,NEUTRAL,3,august,de
"Schinznach-Bad, Schweiz",NEUTRAL,7,august,de
"Sattel, Schweiz",NEGATIVE,1,august,de
"Kriens, Luzern",NEUTRAL,20,august,de
"Rheinfelsstrasse 33, 7000 Chur",POSITIVE,1,august,de
"8304 Wallisellen, Zürich",POSITIVE,1,august,de
Thusis,NEUTRAL,13,august,de
"Uster, Schweiz",POSITIVE,7,august,de
"Schwarzenberg, Switzerland",NEUTRAL,4,august,de
031,NEUTRAL,9,august,de
"Lugano, Ticino",NEUTRAL,2,august,de
Around the world.,NEUTRAL,1,august,de
Zofingen / Switzerland,NEUTRAL,4,august,de
Waldstatt,NEUTRAL,2,august,de
ottawa,NEUTRAL,1,august,de
Saints Row. ⚜,NEUTRAL,1,august,de
Schweiz,POSITIVE,2527,august,de
Switzerland,NEGATIVE,137,august,de
"Kramgasse 8, Bern",NEUTRAL,13,august,de
Aargau,NEUTRAL,319,august,de
"Kreis Schleswig-Flensburg, SH",NEUTRAL,45,august,de
Bremen,NEUTRAL,2,august,de
"basel, swissland",NEUTRAL,28,august,de
"iPhone: 46.955950,8.386532",NEUTRAL,18,august,de
"Zürichsee, Schweiz",POSITIVE,4,august,de
"Glarus, Switzerland",NEUTRAL,4,august,de
"Ticino, Switzerland",NEUTRAL,21,august,de
Sargans,NEUTRAL,8,august,de
Eichberg,NEUTRAL,20,august,de
Mellingen,NEUTRAL,6,august,de
"iPhone: 47.527222,7.655301",NEUTRAL,4,august,de
Romanshorn,NEUTRAL,10,august,de
BASEL,NEUTRAL,46,august,de
"South surra ,, kuwait",NEUTRAL,1,august,de
"Zurich, Suiza",NEUTRAL,28,august,de
"Berkeley, CA",NEUTRAL,1,august,de
"Les Enfers, Suisse",NEUTRAL,2,august,de
"London, Inggris",NEUTRAL,1,august,de
"Genève, Suisse - Amsterdam, NL",NEUTRAL,3,august,de
Lake Zurich Switzerland,NEUTRAL,9,august,de
"Ko, Germany",NEUTRAL,5,august,de
Schweizerberge,NEUTRAL,5,august,de
São Bernardo - SP,NEUTRAL,1,august,de
Firenze,NEUTRAL,1,august,de
Schweiz & Deutschland,NEUTRAL,25,august,de
ZRH,NEUTRAL,479,august,de
Aigle,NEUTRAL,1,august,de
Winterthur,NEGATIVE,5,august,de
Erlen,NEUTRAL,6,august,de
in deiner mamಠ_ಠ,NEUTRAL,17,august,de
Switzerland /ZRH,NEUTRAL,1,august,de
"Lachen, SZ",NEUTRAL,19,august,de
"Gebiet ohne Netzabdeckung, SH",POSITIVE,7,august,de
"St. Gallen, Zürich, Lausanne",NEUTRAL,6,august,de
"Interlaken, Switzerland",POSITIVE,1,august,de
"Flims, Switzerland",NEUTRAL,5,august,de
"Halle (Saale), Germany",NEUTRAL,1,august,de
"Zürich, Chur, Bern",NEUTRAL,1,august,de
St. Moritz,POSITIVE,3,august,de
"Schweiz, Schaffhausen",POSITIVE,7,august,de
"Baar ZG, Schweiz",NEUTRAL,3,august,de
United States of America,NEUTRAL,1,august,de
Instagram @sarahrita81,NEUTRAL,2,august,de
"Zürich, Kreis 5",POSITIVE,1,august,de
uk,NEUTRAL,1,august,de
somewhere cool i guess,NEUTRAL,1,august,de
"Chur, Graubünden Schweiz",POSITIVE,1,august,de
| Lugano | Lucerne |,NEUTRAL,1,august,de
Schüpfen,NEUTRAL,1,august,de
"Friburgo, Alemania",NEUTRAL,1,august,de
Frick,NEUTRAL,75,august,de
"Vaud, Switzerland",NEUTRAL,9,august,de
"Grenchen, Switzerland",NEUTRAL,21,august,de
"im schönen freiamt, schweiz",NEUTRAL,53,august,de
"Sydney, New South Wales",NEUTRAL,3,august,de
Riyadh,NEUTRAL,2,august,de
Bogota -Colombia,NEUTRAL,5,august,de
"Bern 72, Switzerland",NEGATIVE,2,august,de
Qatar,NEUTRAL,2,august,de
"Sportanlage Sihlhölzli, Zürich",NEUTRAL,12,august,de
Monte,NEUTRAL,4,august,de
Malta,NEUTRAL,3,august,de
"Gazzada, Italy",NEUTRAL,1,august,de
NY,NEUTRAL,1,august,de
Lucerne / Luzern,NEUTRAL,1,august,de
"Zug, Switzerland",NEGATIVE,1,august,de
"Hanumilton, Ontario",NEUTRAL,1,august,de
"Munich, BY",NEUTRAL,2,august,de
Viererabteil links,NEUTRAL,1,august,de
"Bern, Zürich, Basel",NEUTRAL,2,august,de
"Basel-City, Switzerland",NEUTRAL,1286,august,de
"Bern, CH",NEUTRAL,124,august,de
Geneva,NEUTRAL,150,august,de
Kuwait .. ɪкαяυѕ ♚,NEUTRAL,1,august,de
Unterbäch,NEUTRAL,1,august,de
Rendsburg,NEUTRAL,64,august,de
thurgau,NEUTRAL,100,august,de
"Winterthur, Wien, Düsseldorf",NEUTRAL,84,august,de
"Grellingen, Schweiz",NEUTRAL,3,august,de
"Bern ⇄ Zürich, Schweiz",POSITIVE,3,august,de
Worb,NEUTRAL,26,august,de
Locarno,NEUTRAL,4,august,de
"Lenzburg, Switzerland",NEUTRAL,2,august,de
"Seuzach, Switzerland",NEUTRAL,23,august,de
"Fuchshausen,Schweiz",NEGATIVE,1,august,de
Dark side of the Moon,NEUTRAL,2,august,de
"iPhone: 33.642666,-84.436836",NEUTRAL,1,august,de
Ermatingen,NEUTRAL,24,august,de
"Cudrefin, Suisse",NEUTRAL,4,august,de
"Zürich, St.Gallen, FF, MUC, HH",NEUTRAL,16,august,de
Bern. Switzerland,NEUTRAL,2,august,de
Gryffindor,POSITIVE,2,august,de
"Frauenfeld, Thurgau",POSITIVE,2,august,de
"Basel, Schweiz/Suisse/Svizzera",NEUTRAL,1,august,de
rien,NEUTRAL,1,august,de
Zug (CH),NEUTRAL,1,august,de
"Earth, Milky Way, Universe",NEUTRAL,1,august,de
"Kriens, Lucerne",NEUTRAL,2,august,de
notts,NEUTRAL,1,august,de
"Biella, Piemonte",NEUTRAL,2,august,de
"Wetzikon, Switzerland",NEUTRAL,1,august,de
"Zürich,switzerland",POSITIVE,2,august,de
"Solothurn, Schweiz",NEUTRAL,121,august,de
Appenzell Innerrhoden,NEUTRAL,7,august,de
Langnau am Albis,POSITIVE,1,august,de
"berne, schweiz",NEUTRAL,34,august,de
"Homburg, Schweiz",NEUTRAL,1,august,de
"Schweiz, Bern, Wabern",NEUTRAL,1,august,de
"Strengelbach, Aargau",NEUTRAL,2,august,de
"Rotkreuz, Schweiz",NEUTRAL,11,august,de
"Lucerne, switzerland",POSITIVE,22,august,de
"Potsdam, Germany",NEUTRAL,2,august,de
Torrevieja.,NEUTRAL,1,august,de
Stäfa,NEUTRAL,10,august,de
"Kerns, Obwalden",NEUTRAL,3,august,de
SH,NEGATIVE,2,august,de
En cualquier lugar,NEUTRAL,1,august,de
Ticino / Berna,NEUTRAL,1,august,de
"Zuerich, Switzerland",POSITIVE,1,august,de
"p,switzerland",NEUTRAL,1,august,de
"Radiostudio, Zürich",NEUTRAL,47,august,de
"Spiez, Schweiz",NEUTRAL,27,august,de
"Switzerland,Aargau",NEUTRAL,12,august,de
"Davos, Switzerland",NEUTRAL,75,august,de
"Brünisried, Switzerland",NEUTRAL,18,august,de
Konstanz,NEUTRAL,2,august,de
"Therwil, Schweiz",NEUTRAL,6,august,de
Aesch,NEUTRAL,31,august,de
"Lützelflüh, Bern",NEUTRAL,11,august,de
hier und da,NEUTRAL,1,august,de
redeconstructive philosophy,NEUTRAL,11,august,de
Southern California,NEUTRAL,1,august,de
"Basel, Klybeck/Kleinhüningen",POSITIVE,4,august,de
"Münsingen, BE, Schweiz",NEUTRAL,2,august,de
"Yverdon les Bains, Suisse",NEUTRAL,3,august,de
"Neuchatel, Switzerland",NEUTRAL,4,august,de
"Kuhdorf, Schweiz",POSITIVE,7,august,de
Zurich Switzerland,NEUTRAL,35,august,de
Lima - Perú,NEUTRAL,6,august,de
"Hochdorf, Switzerland",NEUTRAL,3,august,de
"Fotostudio in Wil SG, Schweiz",NEUTRAL,1,august,de
Uitm Perlis,NEUTRAL,1,august,de
"Kreuzlingen, TG, Switzerland",POSITIVE,1,august,de
CH-Wädenswil,NEUTRAL,1,august,de
kuwait city,NEUTRAL,2,august,de
www.seria.ch,NEUTRAL,1,august,de
ZH,POSITIVE,6,august,de
Hier,POSITIVE,1,august,de
"Rubigenstrasse 23, 3123 Belp",NEUTRAL,1,august,de
Macerata,NEUTRAL,1,august,de
"Lucerne, Zurich or anywhere",NEUTRAL,8,august,de
"Mägenwil, CH",NEUTRAL,72,august,de
"ju, jo, 99gs, & kian follow—nc",NEUTRAL,10,august,de
"Geroldswil, Zürich",NEUTRAL,12,august,de
Winterthur // Zürich,NEUTRAL,76,august,de
"Hessen, Deutschland",NEUTRAL,1,august,de
Flawil,NEUTRAL,47,august,de
Wittenbach,NEUTRAL,9,august,de
"Andeer, Graubünden, Schweiz",NEUTRAL,5,august,de
"Biel-Benken, Switzerland",NEUTRAL,7,august,de
Switzerland and Cape Town,NEUTRAL,2,august,de
"Suisse, Arpitanie",NEUTRAL,4,august,de
menziken,NEUTRAL,2,august,de
"Zurich, Schwitzerland",POSITIVE,2,august,de
"Burgdorf BE, Schweiz",NEUTRAL,13,august,de
"Luzern,Switzerland",NEUTRAL,2,august,de
"Obersiggenthal, Switzerland",NEUTRAL,1,august,de
"AG,1D,5H,TVD,Ü",NEUTRAL,6,august,de
"Maienfeld, Graubünden, Schweiz",NEUTRAL,7,august,de
"Mostly Lucerne, Switzerland",NEUTRAL,11,august,de
Switzerland | New York | Paris,NEUTRAL,7,august,de
4/6 ; AG ; SG,NEUTRAL,4,august,de
Luzern & Meggen (Switzerland),NEUTRAL,4,august,de
"Schweiz, Langenthal",NEUTRAL,1,august,de
Biasca,NEUTRAL,1,august,de
PNG,NEUTRAL,2,august,de
"Berne, Burgdorf",NEUTRAL,1,august,de
Zumikon/Zurich/Switzerland,NEUTRAL,4,august,de
"aktuell: Biel, Bern",NEUTRAL,3,august,de
"Wolfwil, Switzerland",NEUTRAL,1,august,de
UAE,NEUTRAL,1,august,de
"Zürich, Switzerland",POSITIVE,250,august,de
"Regensdorf, Schweiz",NEUTRAL,432,august,de
"Thun, Switzerland",POSITIVE,46,august,de
Venice,NEUTRAL,7,august,de
"Langnau, Bern, Magglingen",NEUTRAL,1,august,de
Pfäffikon ZH,NEUTRAL,17,august,de
"Basel, Münchenstein",NEUTRAL,25,august,de
"Switzerland, Italy",NEUTRAL,6,august,de
"Dresden, Sachsen",NEUTRAL,18,august,de
"Dallas, Texas",NEUTRAL,3,august,de
Hochfelden,NEUTRAL,11,august,de
Cuira,NEUTRAL,4,august,de
Zollikerberg,NEUTRAL,3,august,de
U.K.,NEUTRAL,1,august,de
"Bern-Berner Oberland, Schweiz",POSITIVE,2,august,de
"Baden, Aargau, Schweiz",POSITIVE,3,august,de
"Dübendorf, Zürich",NEUTRAL,14,august,de
"Gossau, Suiza",NEUTRAL,2,august,de
"Dübendorf, Switzerland",POSITIVE,1,august,de
"Lyss, Switzerland",POSITIVE,1,august,de
"Ascona, Switzerland",NEUTRAL,1,august,de
"Zurich, Switzerland .ılı.ılı.",POSITIVE,1,august,de
"Sisseln, Aargau",NEUTRAL,1,august,de
#netball #squash #uitmperlis,NEUTRAL,1,august,de
Solothurn,NEGATIVE,1,august,de
Zürich,POSITIVE,1008,august,de
"Solothurn, Switzerland",NEUTRAL,787,august,de
"Lausanne, Suisse",NEUTRAL,21,august,de
"Basel City, Switzerland",POSITIVE,6,august,de
"Rüttenen, Solothurn",POSITIVE,18,august,de
"Berne, Switzerland",NEGATIVE,15,august,de
"Zürich, Badenerstrase 623",NEUTRAL,14,august,de
"Zollikerberg, Switzerland",NEUTRAL,12,august,de
Kirchleerau,NEUTRAL,4,august,de
"Crans-près-Céligny, Vaud",NEUTRAL,1,august,de
"München, Bayern",NEUTRAL,10,august,de
Rothrist,NEUTRAL,5,august,de
"///Basel, Switzerland",NEUTRAL,3,august,de
"UK, Finland, Azerbaijan",NEUTRAL,1,august,de
muaither,NEUTRAL,1,august,de
Brugg AG,NEUTRAL,6,august,de
Kuwait Europe,NEUTRAL,2,august,de
xcvII,NEUTRAL,1,august,de
Bogotá D.C - Colombia,NEUTRAL,1,august,de
"Schweiz, Kaschmir, Nepal",NEUTRAL,1,august,de
"Steinmaur, Zürich",NEUTRAL,2,august,de
"Bémont, Neuchâtel Suisse",NEUTRAL,1,august,de
"Martigny, Suisse",NEUTRAL,1,august,de
"Lausanne, Switzerland",NEUTRAL,93,august,de
Aesch BL,NEUTRAL,18,august,de
"Budapest, Hungary",NEUTRAL,1,august,de
Oberengstringen,NEUTRAL,57,august,de
"Pfäffikon Zürich, Switzerland",NEUTRAL,4,august,de
"Therwil, Switzerland",NEUTRAL,7,august,de
IGL-Arena,NEUTRAL,1,august,de
"Alcalá de Henares, España",NEUTRAL,1,august,de
"Stans, Schweiz",NEUTRAL,1,august,de
Neustadt/Weinstr. Germany,NEUTRAL,4,august,de
"Egg, Zürich",NEUTRAL,1,august,de
Biel - Switzerland,NEUTRAL,1,august,de
berlin neuköln,NEUTRAL,2,august,de
Genève,POSITIVE,1,august,de
sVizzera,NEUTRAL,8,august,de
"Fürth, Germany",NEUTRAL,1,august,de
"Belp, Bern",POSITIVE,2,august,de
"Sursee, Switzerland",POSITIVE,1,august,de
On the road less traveled...,NEUTRAL,1,august,de
"Sempach, Switzerland",NEUTRAL,2,august,de
"Küsnacht, Zürich",NEUTRAL,1,august,de
Zurich /Zagreb /Moscow,NEUTRAL,1,august,de
Arosa,POSITIVE,1,august,de
9434 Au,NEUTRAL,4,august,de
"Zürich, Schaffhausen",POSITIVE,1,august,de
veve,NEUTRAL,1,august,de
grindelwald,NEUTRAL,80,august,de
"Valais, Switzerland",NEUTRAL,27,august,de
Rapperswil,NEUTRAL,401,august,de
Davos,NEUTRAL,26,august,de
"St. Gallen, Schweiz",NEUTRAL,165,august,de
"Mägenwil, Schweiz",NEUTRAL,44,august,de
"Thun, Switzland",NEUTRAL,4,august,de
"Neuchâtel, Suisse",NEUTRAL,22,august,de
"St. Gallen, CH",POSITIVE,4,august,de
Switzerland - France,NEUTRAL,46,august,de
Überall in der Welt,NEUTRAL,15,august,de
"Olten, Switzerland",POSITIVE,9,august,de
"Uri, Schweiz",POSITIVE,4,august,de
"Felsberg, Schweiz",NEUTRAL,39,august,de
"Comano, Svizzera",NEUTRAL,2,august,de
Schmerikon,NEUTRAL,2,august,de
"Uetikon am See, Zürich",POSITIVE,1,august,de
Uzwil,NEUTRAL,1,august,de
"Switzerland, ZH×SG",NEUTRAL,9,august,de
"Gwatt (Thun), Bern, Schweiz",NEUTRAL,1,august,de
"Brig, Schweiz",NEUTRAL,1,august,de
"Küsnacht (ZH), Schweiz",NEUTRAL,3,august,de
Zürich - Madrid - Bogotá,NEUTRAL,2,august,de
Neubiberg,NEUTRAL,1,august,de
"Zurich, Mallorca and Arosa",NEUTRAL,2,august,de
"Reitnau, Aargau",POSITIVE,1,august,de
"Fischbach-Göslikon, Aargau",NEUTRAL,1,august,de
"Ascona, Ticino Svizzera",NEUTRAL,1,august,de
Kriens,NEUTRAL,43,august,de
"ÜT: 46.943891,7.431246",NEUTRAL,21,august,de
"Aarau, Aargau, Schweiz",NEUTRAL,49,august,de
"Unterdorfstr. 1, Eschenbach LU",NEUTRAL,1,august,de
"Hünenberg, Zug",NEUTRAL,9,august,de
"Basel, Switzerland",POSITIVE,122,august,de
Schönenwerd,POSITIVE,3,august,de
Gerlafingen,POSITIVE,5,august,de
"Uznach, Schweiz",POSITIVE,6,august,de
"Zürich, Switzerland.",POSITIVE,2,august,de
"Novi Sad, Serbia",NEUTRAL,1,august,de
Olten / Switzerland,NEUTRAL,2,august,de
"romanshorn, schweiz",NEUTRAL,8,august,de
Weggis,NEUTRAL,8,august,de
"Bandar Shah Alam, Selangor",NEUTRAL,1,august,de
"Rüti, Zürich CH",NEUTRAL,1,august,de
"UAE, Shj",NEUTRAL,2,august,de
"Frankfurt am Main, Hessen",NEUTRAL,2,august,de
Auenstein - Juwel im Universum,NEUTRAL,1,august,de
"Schoren, Langenthal",POSITIVE,1,august,de
Eschlikon,NEUTRAL,1,august,de
Oberlunkhofen,NEUTRAL,1,august,de
"Zermatt,Switzerland",NEUTRAL,3,august,de
Salzburg,POSITIVE,1,august,de
Deutschland | Österreich | CH,NEUTRAL,1,august,de
"Bournemouth, GB/Basel, CH",NEUTRAL,1,august,de
LA | NY,NEUTRAL,2,august,de
